question,Canada leading at halftime?,Canada vs. Morocco: 1st Half O/U 0.5,Canada vs. Morocco: 1st Half O/U 1.5,Canada vs. Morocco: Both Teams to Score,Canada vs. Morocco: Canada O/U 0.5,Canada vs. Morocco: Canada O/U 1.5,Canada vs. Morocco: Canada O/U 2.5,Canada vs. Morocco: Draw at halftime?,Canada vs. Morocco: Morocco O/U 0.5,Canada vs. Morocco: Morocco O/U 1.5,Canada vs. Morocco: Morocco O/U 2.5,Canada vs. Morocco: O/U 0.5,Canada vs. Morocco: O/U 1.5,Canada vs. Morocco: O/U 2.5,Canada vs. Morocco: O/U 3.5,Canada vs. Morocco: O/U 4.5,Canada vs. Morocco: O/U 5.5,Canada vs. Morocco: Team to Advance,Detroit Tigers vs. Texas Rangers,Detroit Tigers vs. Texas Rangers: O/U 8.5,Exact Score: Canada 0 - 0 Morocco?,Exact Score: Canada 0 - 1 Morocco?,Exact Score: Canada 0 - 2 Morocco?,Exact Score: Canada 0 - 3 Morocco?,Exact Score: Canada 1 - 0 Morocco?,Exact Score: Canada 1 - 1 Morocco?,Exact Score: Canada 1 - 2 Morocco?,Exact Score: Canada 1 - 3 Morocco?,Exact Score: Canada 2 - 0 Morocco?,Exact Score: Canada 2 - 1 Morocco?,Exact Score: Canada 2 - 2 Morocco?,Exact Score: Canada 2 - 3 Morocco?,Exact Score: Canada 3 - 1 Morocco?,Exact Score: Canada 3 - 2 Morocco?,Exact Score: Canada 3 - 3 Morocco?,Exact Score: Paraguay 0 - 0 France?,Exact Score: Paraguay 0 - 1 France?,Exact Score: Paraguay 0 - 2 France?,Exact Score: Paraguay 0 - 3 France?,Exact Score: Paraguay 1 - 0 France?,Exact Score: Paraguay 1 - 1 France?,Exact Score: Paraguay 1 - 2 France?,Exact Score: Paraguay 1 - 3 France?,Exact Score: Paraguay 2 - 0 France?,Exact Score: Paraguay 2 - 2 France?,Exact Score: Paraguay 2 - 3 France?,France leading at halftime?,Liaoning Tieren FC vs. Chongqing Tonglianglong FC: O/U 2.5,Minnesota Twins vs. New York Yankees,Morocco leading at halftime?,Paraguay leading at halftime?,Paraguay vs. France: 1st Half O/U 0.5,Paraguay vs. France: 1st Half O/U 1.5,Paraguay vs. France: 1st Half O/U 2.5,Paraguay vs. France: Both Teams to Score,Paraguay vs. France: Draw at halftime?,Paraguay vs. France: France O/U 0.5,Paraguay vs. France: France O/U 1.5,Paraguay vs. France: France O/U 2.5,Paraguay vs. France: O/U 0.5,Paraguay vs. France: O/U 1.5,Paraguay vs. France: O/U 2.5,Paraguay vs. France: O/U 3.5,Paraguay vs. France: O/U 4.5,Paraguay vs. France: O/U 5.5,Paraguay vs. France: O/U 6.5,Paraguay vs. France: Paraguay O/U 2.5,Paraguay vs. France: Team to Advance,Pittsburgh Pirates vs. Washington Nationals: O/U 10.5,Pittsburgh Pirates vs. Washington Nationals: O/U 9.5,Quito: Samuel Heredia vs Matheus Pucinelli de Almeida,Spread: Canada (-1.5),Spread: Canada (-2.5),Spread: Detroit Tigers (-1.5),Spread: France (-1.5),Spread: France (-2.5),Spread: Morocco (-1.5),Spread: Morocco (-2.5),Spread: Paraguay (-1.5),Spread: Seattle Mariners (-1.5),Toronto Blue Jays vs. Seattle Mariners,Toronto Blue Jays vs. Seattle Mariners: O/U 7.5,Will Beijing Guoan FC win on 2026-07-04?,Will Canada vs. Morocco end in a draw?,Will Canada win on 2026-07-04?,Will France win on 2026-07-04?,Will Morocco win on 2026-07-04?,Will Paraguay vs. France end in a draw?,Will Paraguay win on 2026-07-04?,Will Shanghai Haigang FC win on 2026-07-04?,Wimbledon ATP: Alex de Minaur vs Zachary Svajda,Wimbledon ATP: Frances Tiafoe vs Alexander Bublik,Wimbledon ATP: Grigor Dimitrov vs Matteo Berrettini,Wimbledon ATP: Zizou Bergs vs Arthur Fery,Wimbledon WTA: Emma Navarro vs Marta Kostyuk,Wimbledon WTA: Liudmila Samsonova vs Marie Bouzkova
Morocco leading at halftime?,0.6200672340012467,0.8094350492210519,0.3936173650555711,0.0344452203731554,-0.015328283401188487,-0.015328283401188487,0.3466987727659254,0.5753121325950992,-0.026690710196610616,-0.021735042646912395,-0.015328283401188487,0.1963035601719049,0.27486465252016173,0.07706155879791805,0.04851430445106144,0.044946754805139925,-0.021735042646912395,-0.0854659260802266,-0.06163884577452716,-0.03464165155963217,-0.03090192453501602,0.23945724845260857,-0.03729335418164331,-0.05468542196857705,0.39382449302021433,-0.06383305302022109,-0.06597696998690661,-0.021735042646912395,0.2615833877047473,0.13150997351341842,-0.041208308761467555,-0.03464165155963217,0.2630932969462447,0.19359002766060168,-0.026690710196610616,-0.04697721899739643,-0.041208308761467555,-0.041208308761467555,-0.044171779141104296,-0.021735042646912395,-0.03464165155963217,-0.04965171116833011,-0.044171779141104296,-0.03464165155963217,-0.03464165155963217,-0.015328283401188487,-0.09779369559918798,-0.015328283401188487,0.0808775930828192,1.0,-0.044171779141104296,-0.0817839755257219,-0.07413558694418194,-0.044171779141104296,-0.059386962659811235,-0.0380495295944487,-0.026690710196610616,-0.03464165155963217,-0.04965171116833011,-0.026690710196610616,-0.052215657969498876,-0.052215657969498876,-0.04697721899739643,-0.026690710196610616,-0.0380495295944487,-0.03090192453501602,-0.03090192453501602,-0.034642448313236006,0.17571384212768654,0.24592798254191617,-0.021735042646912395,-0.04697721899739643,-0.015328283401188487,-0.015328283401188487,-0.08546428491518607,-0.044171940447053394,-0.05707205762645554,0.1330101848229347,-0.015328283401188487,-0.021735042646912395,-0.0469778322489972,-0.044171940447053394,-0.015328283401188487,0.015388045218914717,0.06304904172353876,-0.044172424375503866,0.10688537789890182,-0.026690710196610616,-0.07215090510162049,-0.015328283401188487,-0.015328283401188487,0.05240902345269847,-0.0356064357459856,0.3333901639758496,-0.021735042646912395,-0.015328283401188487
Paraguay leading at halftime?,-0.03464165155963217,-0.054684877843146386,-0.026690710196610616,-0.09950005797747728,-0.015328283401188487,-0.015328283401188487,-0.03090214545477521,-0.04697721899739643,-0.026690710196610616,-0.021735042646912395,-0.015328283401188487,-0.06597696998690661,-0.10787959573525192,-0.10288115324051947,-0.08906612048108113,-0.0570719258688521,-0.021735042646912395,-0.0854659260802266,-0.06163884577452716,0.13510244108256547,-0.03090192453501602,-0.09259982962734035,-0.09607544404415917,-0.05468542196857705,-0.0659770890216489,-0.06383305302022109,-0.06597696998690661,-0.021735042646912395,-0.03804971288573415,-0.03464165155963217,-0.041208308761467555,-0.03464165155963217,-0.03804971288573415,-0.026690710196610616,-0.026690710196610616,0.3209143355377699,-0.041208308761467555,0.09844207093017249,0.2097867367806018,0.23230045580297903,-0.03464165155963217,0.073939016446172,0.0876424189307625,0.1263137257794736,-0.03464165155963217,-0.015328283401188487,0.37767602609477874,-0.015328283401188487,-0.04697721899739643,-0.044171779141104296,1.0,0.3139509405459101,0.3520506447032515,0.07811860940695296,0.03975963883290083,0.5644852390936576,0.1779380679774041,0.12990619334862064,0.3021529925939411,0.19128342307570942,0.2788916402153958,0.17696562099715685,0.3169236194030704,-0.026690710196610616,0.1070520495335878,-0.03090192453501602,-0.03090192453501602,-0.034642448313236006,-0.026690710196610616,-0.021735042646912395,-0.021735042646912395,-0.04697721899739643,-0.015328283401188487,-0.015328283401188487,0.2767289331226432,-0.044171940447053394,-0.05707205762645554,-0.06164271101769911,-0.015328283401188487,-0.021735042646912395,-0.0469778322489972,0.08624045515853282,-0.015328283401188487,-0.06807559146261101,-0.08727583803321139,0.08077827605705569,-0.10622247815731499,0.18684673976701355,0.2703750187207551,-0.015328283401188487,-0.015328283401188487,-0.11133668502307646,-0.10288020046345513,-0.015328283401188487,-0.021735042646912395,-0.015328283401188487
Paraguay vs. France: 1st Half O/U 0.5,-0.06413896017801911,-0.10124896026633458,-0.04941780548414575,-0.1842241916596361,-0.028380291192925407,-0.028380291192925407,-0.0572152708518331,-0.08697824274808004,-0.04941780548414575,-0.04024239526796578,-0.028380291192925407,-0.12215625006712287,-0.19973889186470392,-0.19048428390902114,-0.16490577375945906,-0.10566857571106034,-0.04024239526796578,-0.1582400198212543,0.0009516390011173911,0.02676868348593729,-0.05721486181926684,-0.17144843035949064,-0.17788352466470161,-0.1012499677136634,-0.12215647045974999,-0.11818679137331566,-0.12215625006712287,-0.04024239526796578,-0.070448980048256,-0.06413896017801911,-0.07629711505254073,-0.06413896017801911,-0.070448980048256,-0.04941780548414575,-0.04941780548414575,0.3520670641380309,0.25787848189988155,0.25342637511072347,0.2929251026051967,0.11106901093958556,0.12651053567557724,0.39226605476522736,0.3697284772933469,0.41449650303234903,0.020524467256966116,0.18390428693015665,0.7190546182397144,-0.028380291192925407,-0.08697824274808004,-0.0817839755257219,0.3139509405459101,1.0,0.5390668647006941,0.439452561824879,0.1725634769865366,0.21299096615065136,0.06589040731219434,0.3362836224495531,0.4841416382413581,0.20611146934943075,0.4923720231709793,0.5023643259841928,0.3814382003135143,0.34792924072788334,0.46356448050998356,0.27799762913158266,0.16127325653754612,0.3260723262967823,-0.04941780548414575,-0.04024239526796578,-0.04024239526796578,-0.08697824274808004,-0.028380291192925407,0.16801132386211842,0.7129662855456804,0.1277760285833365,-0.10566881966004371,-0.11413137680296336,-0.028380291192925407,0.11587254764458718,-0.08697937818239769,0.08186649117862889,-0.028380291192925407,-0.12604184423480377,-0.16159106878837357,0.474336677990877,-0.19667074142855537,0.32960543221820643,0.4811205991592048,-0.028380291192925407,-0.028380291192925407,-0.16845541626263782,-0.19048251984387304,-0.028380291192925407,-0.04024239526796578,-0.028380291192925407
Paraguay vs. France: 1st Half O/U 1.5,-0.058140722901046424,-0.09178021792878129,-0.044796281808388155,-0.1669956552027621,-0.025726183298250112,-0.025726183298250112,-0.0518645328685072,-0.0788440893959041,-0.044796281808388155,-0.03647895047963406,-0.025726183298250112,-0.110732270465113,-0.1810594299040051,-0.17267030736108038,-0.14948388421515368,-0.09578651357479406,-0.03647895047963406,-0.14344150760705052,0.021242853096776166,0.1643379979686771,-0.05186416208842242,-0.15541467547468368,-0.16124796360101026,-0.09178113116023716,-0.11073247024675316,-0.10713403317933161,-0.110732270465113,-0.03647895047963406,-0.06386063347891184,-0.058140722901046424,-0.06916185438783069,-0.058140722901046424,-0.06386063347891184,-0.044796281808388155,-0.044796281808388155,0.29941816026740503,0.17792442790612284,0.3757238961402319,0.3524615751423475,0.1164403687645462,0.15672652918072452,0.2080317986877257,0.16385384292544722,0.47734280585878025,0.26587991356592416,0.2254103679465724,0.6871457162824764,-0.025726183298250112,-0.0788440893959041,-0.07413558694418194,0.3520506447032515,0.5390668647006941,1.0,0.33166756099127404,0.2760593349573382,0.13313754337463993,0.22547875683397392,0.25758874471684573,0.4445718608600595,0.23395118705422166,0.35283033393308894,0.3417380829001534,0.23588334564124394,0.0796378343260234,0.318416691514356,0.1705414914124467,0.17285440567035823,0.2427463970792348,-0.044796281808388155,-0.03647895047963406,-0.03647895047963406,-0.0788440893959041,-0.025726183298250112,0.18375845213035794,0.4806188059117323,0.16713489228096895,-0.0957867347098141,-0.10345787855928021,-0.025726183298250112,0.1440867993623641,-0.078845118645082,0.004478224206793491,-0.025726183298250112,-0.11425448618520007,-0.1464791684747097,0.08578298220845126,-0.17827821106553737,0.22243891508532374,0.42469645724818184,-0.025726183298250112,-0.025726183298250112,-0.1008190466105368,-0.1726687082702521,-0.025726183298250112,-0.03647895047963406,-0.025726183298250112
Paraguay vs. France: 1st Half O/U 2.5,-0.03464165155963217,-0.054684877843146386,-0.026690710196610616,-0.09950005797747728,-0.015328283401188487,-0.015328283401188487,-0.03090214545477521,-0.04697721899739643,-0.026690710196610616,-0.021735042646912395,-0.015328283401188487,-0.06597696998690661,-0.10787959573525192,-0.10288115324051947,-0.08906612048108113,-0.0570719258688521,-0.021735042646912395,-0.0854659260802266,-0.06163884577452716,-0.03464165155963217,-0.03090192453501602,-0.09259982962734035,-0.09607544404415917,-0.05468542196857705,-0.0659770890216489,-0.06383305302022109,-0.06597696998690661,-0.021735042646912395,-0.03804971288573415,-0.03464165155963217,-0.041208308761467555,-0.03464165155963217,-0.03804971288573415,-0.026690710196610616,-0.026690710196610616,0.4472916160387023,0.23567072272596665,0.519472314018568,0.2152059596844873,-0.021735042646912395,-0.03464165155963217,0.1775114351134426,0.34279871457785566,0.2892394616067595,-0.03464165155963217,0.3448863765267409,0.30681896933943803,-0.015328283401188487,-0.04697721899739643,-0.044171779141104296,0.07811860940695296,0.439452561824879,0.33166756099127404,1.0,0.1441469265618434,0.11817499403143589,0.17571384212768654,0.296250272041447,-0.04965171116833011,0.19134226502940563,0.279105124146488,0.5163673977988995,0.07694901612668771,-0.026690710196610616,0.41144828628917735,0.1594146900615906,0.15156658224317382,0.2979158908249637,-0.026690710196610616,-0.021735042646912395,-0.021735042646912395,-0.04697721899739643,-0.015328283401188487,-0.015328283401188487,0.27755795175938663,-0.044171940447053394,-0.05707205762645554,-0.06164271101769911,-0.015328283401188487,-0.021735042646912395,-0.0469778322489972,-0.044171940447053394,-0.015328283401188487,-0.06807559146261101,-0.08727583803321139,0.08895835464511195,-0.10622247815731499,0.3848028403918756,0.44235376342064947,-0.015328283401188487,-0.015328283401188487,-0.1540726047895944,-0.10288020046345513,-0.015328283401188487,-0.021735042646912395,-0.015328283401188487
Paraguay vs. France: Both Teams to Score,-0.04657413642032069,-0.07352134918888133,-0.03588445474986432,-0.13377333543395445,-0.020608184947169136,-0.020608184947169136,-0.04154653930439151,-0.06315874987847299,-0.03588445474986432,-0.029221783482124907,-0.020608184947169136,-0.0887030572280896,-0.1450392456056451,-0.13831906535563426,-0.11974537757167597,-0.07673062748208564,-0.029221783482124907,-0.1149050787517298,-0.003883582763321165,0.07176571013338304,-0.041546242287750015,-0.12449628996868753,-0.12916909662499557,-0.0735220807409551,-0.08870321726492608,-0.0858206576661528,-0.0887030572280896,-0.029221783482124907,-0.051156120996242525,-0.04657413642032069,-0.055402710537732366,-0.04657413642032069,-0.051156120996242525,-0.03588445474986432,-0.03588445474986432,0.21461350634778006,0.2632361590628765,0.1585865947138265,0.13357577787976815,-0.029221783482124907,0.3235758369773391,0.1069383621046352,0.13061316296249867,-0.04657413642032069,0.443288617257719,-0.020608184947169136,0.27949050495384986,-0.020608184947169136,0.034881325203732126,-0.059386962659811235,0.03975963883290083,0.1725634769865366,0.2760593349573382,0.1441469265618434,1.0,0.17406401765168664,0.12980426224333638,0.08795224673660561,0.2965049500196651,0.11780661259529658,0.020101013159891525,0.09835844932329929,0.22356722851078187,-0.03588445474986432,0.06271717955520971,0.23134630909588388,0.24035898599428468,0.20206528850702202,-0.03588445474986432,-0.029221783482124907,-0.029221783482124907,-0.06315874987847299,-0.020608184947169136,0.2472982193660296,0.27956771746451864,0.4283631374466044,-0.0767308046242345,-0.08287584173966583,-0.020608184947169136,0.15763860068928606,0.0360328368756903,0.04295807317358767,-0.020608184947169136,-0.09152455904753433,-0.11733842365337158,-0.05938783014832856,-0.14281132584245224,-0.03588445474986432,0.2986876075338743,-0.020608184947169136,-0.020608184947169136,-0.045988810781992365,-0.07581750711424746,-0.020608184947169136,-0.029221783482124907,-0.020608184947169136
Paraguay vs. France: Draw at halftime?,-0.02984028653245348,-0.047105503068255894,-0.022991353014752035,-0.08570925768168493,-0.01320376910883552,-0.01320376910883552,-0.026619079441137318,-0.040466132885351704,-0.022991353014752035,-0.018722545582519238,-0.01320376910883552,-0.056832500770447714,-0.09292738373641632,-0.08862173000619356,-0.07672147359701995,-0.049161704024240055,-0.018722545582519238,-0.07362026947835654,-0.053095644596372414,0.1631268997107457,-0.0266188891410616,-0.07976540737902252,-0.0827592984149527,-0.04710597177739734,-0.05683260330686435,-0.05498573268326349,-0.056832500770447714,-0.018722545582519238,-0.032775987398677896,-0.02984028653245348,-0.03549679895726836,-0.02984028653245348,-0.032775987398677896,-0.022991353014752035,-0.022991353014752035,0.37758081860396264,0.13020859058172587,0.2820962541471803,0.1117327456344922,-0.018722545582519238,-0.02984028653245348,0.23236069999404663,0.10851162143602035,-0.02984028653245348,-0.02984028653245348,-0.01320376910883552,0.35977625549799175,-0.01320376910883552,-0.040466132885351704,-0.0380495295944487,0.5644852390936576,0.21299096615065136,0.13313754337463993,0.11817499403143589,0.17406401765168664,1.0,-0.022991353014752035,0.1551694899687581,0.09195159501777134,0.472640583315608,-0.044978519358647426,0.22504403961936054,0.23090992033873334,-0.022991353014752035,0.13566996801418166,0.18971240038629616,-0.0266188891410616,0.16316222935785732,-0.022991353014752035,-0.018722545582519238,-0.018722545582519238,-0.040466132885351704,-0.01320376910883552,-0.01320376910883552,0.17549938870615325,-0.038049668543243674,-0.04916181752011749,-0.05309897411325674,0.4049155860042893,-0.018722545582519238,-0.04046666113971198,0.11334372163939783,-0.01320376910883552,-0.058640251363700456,-0.07517932595644068,-0.0380500853987622,-0.09149994419132182,0.21710000712695307,0.5268890549062156,-0.01320376910883552,-0.01320376910883552,-0.13271799890396965,-0.08862090928491376,-0.01320376910883552,-0.018722545582519238,-0.01320376910883552
Paraguay vs. France: France O/U 0.5,-0.020932149451270466,-0.03304322929773627,-0.01612780885559875,-0.06012271327218285,-0.009262084933588906,-0.009262084933588906,-0.018672560282259283,-0.028385891682036344,-0.01612780885559875,-0.013133356538493462,-0.009262084933588906,-0.03986645364556571,-0.06518603239183757,-0.06216573339878252,-0.053818027173028,-0.03448559834689723,-0.013133356538493462,-0.051642616825672304,-0.03724515066884743,-0.020932149451270466,-0.01867242679193166,-0.05595326393676862,-0.05805339707512682,-0.033043558084451745,-0.03986652557207335,-0.038570996058027635,-0.03986645364556571,-0.013133356538493462,-0.02299146376814882,-0.020932149451270466,-0.024900039079958226,-0.020932149451270466,-0.02299146376814882,-0.01612780885559875,-0.01612780885559875,-0.028385891682036344,0.4233508534025349,0.19917521811804328,0.6073784144432409,0.4071572155796086,0.2456038868949068,-0.030001948287532405,0.19134226502940563,-0.020932149451270466,-0.020932149451270466,-0.009262084933588906,0.15757159533693124,-0.009262084933588906,-0.028385891682036344,-0.026690710196610616,0.1779380679774041,0.06589040731219434,0.22547875683397392,0.17571384212768654,0.12980426224333638,-0.022991353014752035,1.0,-0.020932149451270466,0.1619576072636317,-0.01612780885559875,0.3183196677773772,-0.03155120807195076,0.17029309973620627,-0.01612780885559875,-0.022991353014752035,-0.01867242679193166,0.27076665446783443,-0.020932630888060008,-0.01612780885559875,-0.013133356538493462,-0.013133356538493462,-0.028385891682036344,-0.009262084933588906,-0.009262084933588906,0.2047617929668908,0.18797130751136823,-0.03448567796116856,-0.03724748623439058,-0.009262084933588906,-0.013133356538493462,-0.028386262238103404,-0.026690807665411372,-0.009262084933588906,-0.04113454152224999,-0.05273625254417441,-0.026691100078220616,-0.06418472237230825,-0.01612780885559875,0.23104894302226198,-0.009262084933588906,-0.009262084933588906,-0.03173943753117836,-0.06216515768512549,-0.009262084933588906,-0.013133356538493462,-0.009262084933588906
Paraguay vs. France: France O/U 1.5,-0.02716766329346826,-0.04288653345322253,-0.020932149451270466,-0.0780327712770683,-0.01202118327394114,-0.01202118327394114,-0.024234961237801552,-0.036841813560413814,-0.020932149451270466,-0.017045674606016355,-0.01202118327394114,-0.05174233978544677,-0.08460441119920781,-0.08068439016744795,-0.06984997144031035,-0.04475857228820929,-0.017045674606016355,-0.06702652437962164,-0.048340172376531855,0.16961821527138915,-0.024234787981811664,-0.07262127753977159,-0.07534702293477723,-0.042886960182775664,-0.05174243313826492,-0.0500609761189425,-0.05174233978544677,-0.017045674606016355,-0.029840430278369277,-0.02716766329346826,-0.03231755435787069,-0.02716766329346826,-0.029840430278369277,-0.020932149451270466,-0.020932149451270466,0.2791617489595377,-0.03231755435787069,0.32421615417254307,-0.03464165155963217,-0.017045674606016355,0.178196872125115,0.10429958267232374,-0.03464165155963217,0.17389604415823368,-0.02716766329346826,0.4375710711714575,0.3234252286391084,-0.01202118327394114,-0.036841813560413814,-0.03464165155963217,0.12990619334862064,0.3362836224495531,0.25758874471684573,0.296250272041447,0.08795224673660561,0.1551694899687581,-0.020932149451270466,1.0,0.09827532580337078,-0.020932149451270466,0.09680678834211977,0.09386011797181353,0.11953121732934259,-0.020932149451270466,0.1571483167299931,-0.024234787981811664,-0.024234787981811664,0.17813197180359444,-0.020932149451270466,-0.017045674606016355,-0.017045674606016355,-0.036841813560413814,-0.01202118327394114,-0.01202118327394114,0.12257882218519345,-0.03464177806358089,-0.04475867561891224,-0.04834320368769385,-0.01202118327394114,-0.017045674606016355,-0.036842294502062195,-0.03464177806358089,-0.01202118327394114,-0.05338818053106577,-0.06844594511494285,0.13515023753636288,-0.08330481922341587,0.5037965973575089,0.25679065395116846,-0.01202118327394114,-0.01202118327394114,-0.04575297227684615,-0.08068364295346384,-0.01202118327394114,-0.017045674606016355,-0.01202118327394114
Paraguay vs. France: France O/U 2.5,-0.038939280035297855,-0.06146906039871681,-0.030001948287532405,-0.1118439926122997,-0.01722990368377298,-0.01722990368377298,-0.03473585240252256,-0.0528051926932596,-0.030001948287532405,-0.024431482741241732,-0.01722990368377298,-0.07416204466401245,-0.12126309224023332,-0.11564454510752306,-0.10011562529287277,-0.06415224458151061,-0.024431482741241732,-0.09606879231451247,-0.06928573461733457,0.09827532580337078,-0.03473560407555254,-0.10408772488438953,-0.10799452253917961,-0.061469672028115666,-0.07416217846615397,-0.07175215427542961,-0.07416204466401245,-0.024431482741241732,-0.042770143991830385,-0.038939280035297855,-0.0463205939209222,-0.038939280035297855,-0.042770143991830385,-0.030001948287532405,-0.030001948287532405,0.0574927788759064,0.33208679768703486,-0.0463205939209222,0.298383140449679,0.2137302304993073,-0.038939280035297855,0.15511457595086228,0.07392588107284705,0.11375214440787647,0.10132453926645231,-0.01722990368377298,0.4669919408056086,-0.01722990368377298,-0.0528051926932596,-0.04965171116833011,0.3021529925939411,0.4841416382413581,0.4445718608600595,-0.04965171116833011,0.2965049500196651,0.09195159501777134,0.1619576072636317,0.09827532580337078,1.0,-0.030001948287532405,0.15492941081106218,0.23592589020479687,0.39321708040472786,0.34203279317567803,0.09051838722011946,0.12422113647971408,0.29696184690623173,0.10902425046766395,-0.030001948287532405,-0.024431482741241732,-0.024431482741241732,-0.0528051926932596,-0.01722990368377298,-0.01722990368377298,0.4335569303159755,0.06756860712885986,-0.06415239268490598,-0.06929007938092122,-0.01722990368377298,0.21616045206298637,-0.05280588202459167,0.1789175734257776,-0.01722990368377298,-0.07652102022237674,-0.09810324117025448,0.18479113121213817,-0.11940039336435485,-0.030001948287532405,0.2151732514420175,-0.01722990368377298,-0.01722990368377298,0.018395700966190955,-0.11564347412934362,-0.01722990368377298,-0.024431482741241732,-0.01722990368377298
Paraguay vs. France: O/U 0.5,-0.020932149451270466,-0.03304322929773627,-0.01612780885559875,-0.06012271327218285,-0.009262084933588906,-0.009262084933588906,-0.018672560282259283,-0.028385891682036344,-0.01612780885559875,-0.013133356538493462,-0.009262084933588906,-0.03986645364556571,-0.06518603239183757,-0.06216573339878252,-0.053818027173028,-0.03448559834689723,-0.013133356538493462,-0.051642616825672304,-0.03724515066884743,0.24281293363473744,-0.01867242679193166,-0.05595326393676862,-0.05805339707512682,-0.033043558084451745,-0.03986652557207335,-0.038570996058027635,-0.03986645364556571,-0.013133356538493462,-0.02299146376814882,-0.020932149451270466,-0.024900039079958226,-0.020932149451270466,-0.02299146376814882,-0.01612780885559875,-0.01612780885559875,0.1660432817379551,0.20636479856289897,0.6401863411124358,0.18235121450462147,-0.013133356538493462,-0.020932149451270466,0.3419798796866348,0.1778556892422294,0.23449914164809527,-0.020932149451270466,-0.009262084933588906,0.2757978030197978,-0.009262084933588906,-0.028385891682036344,-0.026690710196610616,0.19128342307570942,0.20611146934943075,0.23395118705422166,0.19134226502940563,0.11780661259529658,0.472640583315608,-0.01612780885559875,-0.020932149451270466,-0.030001948287532405,1.0,0.14345505186858742,0.5220493138703182,-0.028385891682036344,-0.01612780885559875,0.20954435378465655,0.5757660913875435,-0.01867242679193166,0.5121517023945348,-0.01612780885559875,-0.013133356538493462,-0.013133356538493462,-0.028385891682036344,-0.009262084933588906,-0.009262084933588906,0.06379557220786872,-0.026690807665411372,-0.03448567796116856,-0.03724748623439058,-0.009262084933588906,-0.013133356538493462,-0.028386262238103404,-0.026690807665411372,-0.009262084933588906,-0.04113454152224999,-0.05273625254417441,0.1867788577343207,-0.06418472237230825,-0.01612780885559875,0.3603253209061613,-0.009262084933588906,-0.009262084933588906,-0.09309806676655354,-0.06216515768512549,-0.009262084933588906,-0.013133356538493462,-0.009262084933588906
Paraguay vs. France: O/U 1.5,-0.04095005146969703,-0.0646432390336853,-0.03155120807195076,-0.1176194641990908,-0.018119632464412335,-0.018119632464412335,-0.0365295645537792,-0.05553198098927589,-0.03155120807195076,-0.02569309126486039,-0.018119632464412335,-0.07799167173446304,-0.12752495331477154,-0.12161627205356587,-0.10528545995066399,-0.06746497919653582,-0.02569309126486039,-0.10102965402402898,-0.0728635556724134,-0.04095005146969703,-0.03652930340354235,-0.10946267336005233,-0.11357121272956104,-0.06464388224679404,-0.07799181244596506,-0.07545733788547201,-0.07799167173446304,-0.02569309126486039,-0.04497873602809694,-0.04095005146969703,-0.04871252636025248,-0.04095005146969703,-0.04497873602809694,-0.03155120807195076,-0.03155120807195076,0.0504836190811599,0.18903593253592105,0.30364911298678376,0.39836101541809604,0.418010158221567,0.09530193796584037,0.13874140757496337,0.5148604524029544,0.5190906524396833,-0.04095005146969703,0.28991411943059736,0.41429169079735956,-0.018119632464412335,-0.05553198098927589,-0.052215657969498876,0.2788916402153958,0.4923720231709793,0.35283033393308894,0.279105124146488,0.020101013159891525,-0.044978519358647426,0.3183196677773772,0.09680678834211977,0.15492941081106218,0.14345505186858742,1.0,0.32696449681783096,0.16553344234283912,0.14140121340823597,0.33672230654063906,0.11787245400801533,-0.03652930340354235,0.23748424531509305,-0.03155120807195076,-0.02569309126486039,-0.02569309126486039,-0.05553198098927589,-0.018119632464412335,-0.018119632464412335,0.5463250058898524,0.1799707505928524,-0.067465134947789,-0.0728681247936795,-0.018119632464412335,-0.02569309126486039,-0.055532705916739936,-0.05221584864998379,-0.018119632464412335,-0.08047246158068536,-0.1031691590503053,0.5085387100546831,-0.1255660672036101,0.14534701143551215,0.2908636115130043,-0.018119632464412335,-0.018119632464412335,-0.11180248511497808,-0.12161514577153057,-0.018119632464412335,-0.02569309126486039,-0.018119632464412335
